,ktr,gam,slope_ven_wbc,slope_aza_wbc,B,B0
3841,0.2969807885754822,0.6666666677777775,0.00014720192847375455,8.571428573469383,0.9388470466558777,1.6819970247639486
1666,0.16025958088150316,0.6666666677777775,1.936398847796664,0.01860229171428782,1.7711737682670643,0.47591140482898286
4098,0.15210679307787556,0.33113703369530123,5.588818835185588e-05,8.57142856816718,1.878219773923824,0.5066619254676202
8322,0.0912581148582515,4.941620002348776e-05,0.8786673404270889,2.805077002853829,1.2366614437990884,1.101986817061642
3717,0.17847551353690796,0.666666667777783,0.36068463223566266,0.0008289145572732397,0.7629991511420691,0.25845207253344316
7687,0.03473209869354191,0.666666667777779,0.42297063013857605,0.0013549997753886604,1.28829787899599,0.8109700065839454
3339,0.5590663333232524,0.47912029129562983,1.0801532230005322,1.035124773395148,0.2823342019309967,0.2802620194125004
8205,0.11632176069895353,0.6666666677777775,3.4424151906220626,8.571428573469392,1.7881818894776653,0.44042415494919684
9102,0.1055269266252149,0.6666645633862274,5.678432593010768,0.17926688067868662,3.190048532900241,0.001797221803063372
9357,0.2327943263945024,0.5370246452547204,3.40234133666981,1.0214013393198598,1.8500576285963155,0.05748188756062623
6416,0.3672878134957933,0.14306570773191912,0.3787688460003966,8.571428573469401,6.08640541345096,11.059473108453329
3347,0.11435963234683975,0.5211515662478355,0.9480300756313699,1.2618027431395156,1.0990737417338994,0.9799999495634077
6804,0.13240754126566628,0.6666666677777783,0.2758211547439764,8.571428573469383,1.7498198821908486,0.4585006570625824
8725,0.005570596553711842,0.00024059276887613423,5.17363655299425e-05,8.57142857346951,1.9285709354569283,0.2547061063759282
9109,0.14042801270082927,0.5106473723535697,0.01834432795051561,8.571428573469392,1.3865577765375685,0.007937215000564402
8216,0.331085275823597,0.6666666677777767,0.6982545956579994,8.571428573469369,2.016407640619586,0.4770258419457251
5276,0.2635827831606802,0.6666666677777822,1.0013201919616046e-07,8.571428573469431,0.4700351695850594,0.643833072800923
3101,0.2042716522678714,0.6087635338001489,0.202401514305911,7.2575036626445,0.7642480142452442,0.22064554959108681
3360,0.19209838125984505,0.6459910387971545,6.1571268887404855,0.21951920765061098,0.5406725086295798,0.06347810743016948
2467,0.5896011971924752,0.6666666677777735,0.6388358307487976,0.00021085161014128617,1.6866585453303482,0.7998309564839976
4132,0.045556028132176525,0.05333916954774077,2.489887011668038e-06,3.727151176369199,5.984977355393421,0.6718184950476217
5157,0.0008131377318868231,0.020361472800199804,2.2320052870569347,0.0011149370610059855,1.0648549141040307,0.5889509465592195
3110,0.15790427239029256,0.43773805773519797,0.03917928577441332,8.571428573469369,0.8072827761411863,0.10233912473105616
8103,0.14051593306992557,0.666666667777772,5.943013634984668,0.29432088107908616,0.5670744564810434,0.9106002254590874
5161,0.1963234130269951,0.6666666677777775,7.209832962607702,0.988801303367705,0.48636764410482436,0.04790671250100612
3114,0.12937854384648506,0.6666666677777775,0.9610304470205353,8.571428573469383,0.578549214288427,0.00033767911806856433
8106,0.13444984400889468,0.628142935737309,0.49575983990380057,8.57140779907959,1.5062969484706075,0.012244784028836055
3500,0.2027576907102915,0.6454876515498211,5.980881714413125,8.544283302507191,0.7149771427488884,0.0271043487614558
3631,0.666666667777776,0.13768125516972432,1.0581180548846403,0.005081972769372332,5.383995635615648,1.1758751051225818
6450,0.19984322289265977,0.6665376125251584,6.597710767185339,1.581822879160336,1.1979135542553319,0.07768147269237519
6067,0.3270063634427762,0.5913187199665617,0.682319993422915,0.08244553908508018,1.295110120013249,0.005504875195692317
8242,0.4925681763309561,0.4737644328249036,0.3378684072893847,8.57142857346934,0.8282264481446528,0.36135587613095954
2101,0.5171970375944944,0.6666666677777712,0.9076126905108067,0.16825060140717352,2.747706792695926,1.8285094274473324
3895,0.548934282826554,0.03298851341848088,0.0017374245640303292,1.6322907085963945,3.018830531448121,4.085632903177439
2104,0.010559953765103386,0.6666666677777743,4.033775946702321,0.020440812237017564,0.4310526846440523,0.30996011275882845
2105,0.09787877837837003,0.3922224970843573,0.7559320999999373,0.254660863906063,1.0573931842276332,1.3305225161384122
1978,0.18570823515327886,0.6666666677777775,1.39506193023864,0.03350320202453983,0.5319183167150962,3.5519137555436147
6074,0.11986035415820603,0.6666666677777775,5.35835799788673,8.420938732189834,0.3727224153373826,0.011017080370276303
9145,0.086855114465248,0.6666666677777775,0.48245666844544727,3.8982447128086912,4.405965419088301,0.7166065001604603
2111,0.34385347953987777,0.6654758653270635,0.9999999965303509,0.6394754533320997,0.3360959425929197,0.1534016171724372
5568,0.6666666677777806,0.06433576708565629,0.1061505949721529,2.477166373198395,1.9652989091416992,2.0123090925420763
3266,0.185976657047516,0.6666660326143597,6.993322496303451,2.0142347857193217,1.2799667536630936,2.2836418497454116
3652,0.08196064386370974,0.6666666661413897,0.5204937352746443,0.4426211598528976,1.7211209247044061,0.6676396015281133
2886,0.07037993338884119,0.18424514421960805,2.894233098786124,5.777571437442258,4.096266940624614,3.0699998018952463
4935,0.002163216326521441,0.000588337471949333,7.41497544974512,0.00030056588297835296,1.0684673917091347,0.2302975834803927
6086,0.18511256956148578,0.6666666677777767,2.057796184340103,0.010206243365803804,1.7775176953988499,0.0011684109659427868
1100,0.0384474225447899,0.6666666677777775,0.9662356501403692,0.00573323991192665,5.3693489925161595,6.304121811480476
8013,0.6666666677777696,0.6666666619192445,0.9412470428812605,0.8834565530632849,0.8993096949983035,0.05290427698707264
4046,0.18240341667469906,0.5768115223118083,6.3867390437005085,0.3918752936379206,0.07222139507917051,0.19978702572285523
6735,0.4420875742774082,0.614045524761391,0.9861936294240198,0.9054657984041264,0.8039244438062645,1.0202821700573816
9553,0.177917462664803,0.6666666677777775,7.3289930075832785,1.1945489593931249,0.8771571418890711,0.16407964435337885
4181,0.20583236190958706,0.6666666675912727,5.49480531889209,8.571334078978941,0.3916468572536585,0.21912303691117552
8917,0.5038102145713461,0.10554031453326441,0.11908278719778154,8.571428573469387,0.7271059569604006,0.08675951780588195
8793,0.22716402562366247,0.6666666677777775,3.4480904541622093,0.8797306712906452,0.6794351681869225,0.42718250188760615
7643,0.04986665906953911,0.6666666677777783,0.2472576879464371,4.703835035019569,1.7430536840214619,0.0009085194222148195
7773,0.08742605235971945,0.6666666677777767,1.9036731547399943,0.17322269504432447,3.3748346581557365,0.3394078334768199
9823,0.40685220626825946,0.3321004024634576,6.427006655113039,0.005932444530547749,0.8491252861906186,2.160521925979285
7908,0.29937880368148134,0.6034046958342603,0.970603475451909,8.479833751042783,0.38532607427849375,0.01202146945930786
4838,0.01307311741586376,0.0007112598476914441,3.881353802321186e-06,8.571428348919842,1.2960458159808537,0.015086799207218098
5478,0.20434410106413695,0.6595517650751774,5.535429775140011,2.802516644010283,1.670636038397601,0.08179867043475833
6374,0.44425983672155284,0.6666666677777775,0.8403917901939516,0.7290783802943215,0.42713253714804356,0.47511580289293953
7402,0.14573778880205226,0.6666666677777767,0.8139731569710333,8.571428573469383,1.207278105446292,0.24930670370953492
3947,0.5251651282986455,0.4623828865685244,9.761194837279377e-05,0.004863175808125822,3.054189459370554,4.115268127831358
2927,0.10326760977649299,0.5500832852049283,6.15762511958351e-07,8.57142857346938,7.168487864592525,5.721891137301929
1393,0.22799967695559706,0.41408203729241355,5.392224157977155,1.8156314143001342,0.6099971026648094,0.27093791122664723
5874,0.09548111578783407,0.6666666677777743,0.9999999981073614,0.016839673450826764,1.6678738964108564,0.7774212232437842
7537,0.15197795910288447,0.6666666677777783,0.9999999698878038,8.013525061048654,0.8771383204692701,0.7447401475448402
3447,0.28685436062016373,0.6666666677777775,0.8203986761372644,8.571428573469392,1.1644155635047004,1.5252838219446143
9851,0.3881010121740839,0.5269519093102195,0.951299702331996,0.3004606384441276,1.3673168872147103,0.36871024525538776
6780,0.23649259058661795,0.37935395590581855,3.339360877433708,3.8813852691939688,1.4967658441127656,0.956608242523783
8574,0.13195045005597228,0.5935632468000239,1.7182905507272703,8.571428573469383,1.5660926969883238,0.33519487364786293
